Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
LordaresVM,DE,228,319,178.200.157.173,ip-178-200-157-173.hsi07.unitymediagroup.de,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2014-12-20,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,586,None
fluviometer,US,227,1490,45.56.93.43,li895-43.members.linode.com,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-10-17,LINODE-AP Linode- LLC- US,63949,2320,None
Konserva,UA,227,190,46.119.66.244,SOL-FTTB.244.66.119.46.sovam.net.ua,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-12-02,KSNET-AS - UA,15895,362,None
OrbotRelay,PL,227,3200,84.10.12.74,84-10-12-74.static.chello.pl,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.23 on Linux,0,0,2016-08-22,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,1050,None
slurrrrrrrrrp,US,227,888,192.111.144.114,192.111.144.114,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on FreeBSD,0,0,2016-11-28,DACEN-2 - Centrilogic- Inc.- US,31863,1070,None
stauraum,DE,227,25,91.43.67.254,p5B2B43FE.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-12-15,DTAG Internet service provider operations- DE,3320,1230,None
Unnamed,US,227,1183,198.199.112.121,dev.unoccupyabq.org,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2013-05-21,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,1210,None
VectraNet,PL,227,534,88.156.182.81,088156182081.warszawa.vectranet.pl,443,8081,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-12,VECTRANET-AS Al. Zwyciestwa 253- 81-525 Gdynia- Poland- PL,29314,20,None
chuckthecanuck,CA,226,2631,68.71.46.138,68.71.46.138,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2010-03-25,NETELLIGENT - Netelligent Hosting Services Inc.- CA,10929,827,None
isrvpw,US,226,70,104.236.114.114,isrv.pw,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-05-24,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.- US,393406,1680,[2604:a880:800:10::8e8:d001]:9050
TheExpanse,US,226,320,104.156.102.200,104.156.102.200,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-04-02,AS-SBI - Condointernet.net- US,54858,1410,None
verybigboss,PL,226,4981,91.207.7.83,vds-kvm2s.systemip.ru,11778,17688,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-06-10,STEEPHOST-AS - UA,47142,20,None
WeisseRose,FR,226,189,51.15.38.55,55-38-15-51.rev.cloud.scaleway.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-11-15,AS12876 - FR,12876,1030,None
wr3ck3d0ni0n02,SE,226,229,95.215.44.194,tor02.cyb3rwr3ck.net,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.8.10 on Linux,0,0,2016-10-09,MAKONIX - LV,52173,615,None
5cat,US,225,7683,69.164.195.92,ihas.5cat.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-04-25,LINODE-AP Linode- LLC- US,63949,1010,None
drkhsh,AT,225,1209,212.186.68.252,212-186-68-252.static.upcbusiness.at,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-04-23,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,686,None
function,CH,225,8822,84.73.15.92,84-73-15-92.dclient.hispeed.ch,12001,12002,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-01-02,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,1100,None
Harlock,CA,225,100,158.69.205.92,harlock.tor.d0p1.eu,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-12-27,OVH - FR,16276,1150,None
Pasquino,CA,225,347,209.44.114.178,209.44.114.178,37021,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2008-07-03,NETELLIGENT - Netelligent Hosting Services Inc.- CA,10929,1050,None
arhi,DE,224,4482,176.9.143.208,cap1.ooyyo.com,80,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2014-12-01,HETZNER-AS - DE,24940,675,None
johan2,SE,224,15,85.24.145.57,h-145-57.a192.priv.bahnhof.se,8001,8030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-02-21,BAHNHOF http://www.bahnhof.net/- SE,8473,20,None
kennis,RU,224,1534,95.156.95.8,95.156.95.8,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-08-11,ROSTELECOM-AS - RU,12389,1410,None
Ograoum,FR,224,1661,149.202.58.41,41.ip-149-202-58.eu,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-10-26,OVH - FR,16276,20,None
VirginiaTor,US,224,1589,70.164.255.174,relay.peretsik.info,9001,80,0,1,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-05-08,ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.- US,22773,52,None
mistersixt4,DE,223,6,78.46.189.152,www.mistersixt.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2014-10-06,HETZNER-AS - DE,24940,1520,None
pmi,RU,223,350,79.111.28.43,ip-79-111-28-43.bb.netbynet.ru,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.8.8 on Linux,0,0,2015-11-22,TI-AS Moscow- Russia- RU,12714,2770,None
redhaven,NL,223,350,146.185.170.35,146.185.170.35,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.10 on Linux,0,0,2016-11-20,DIGITALOCEAN-ASN-1 - EU,200130,892,None
zwiebelringpi2,DE,223,239,84.159.69.183,p549F45B7.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-02-16,DTAG Internet service provider operations- DE,3320,1260,None
IceMaiden,IS,222,4,82.221.105.198,82.221.105.198,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.12 on Linux,0,0,2016-10-22,THORDC-AS - IS,50613,1110,None
TorBits,NL,222,108,37.97.144.215,ams1.i-bits.nl,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-12-30,TRANSIP-AS Amsterdam- the Netherlands- NL,20857,785,None
alexryantorrelay,US,221,350,131.215.172.214,dhcp-172-214.caltech.edu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-07-30,CIT - California Institute of Technology- US,31,1790,None
BostonSneakernet,US,221,486,96.233.76.232,pool-96-233-76-232.bstnma.fios.verizon.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-09-30,UUNET - MCI Communications Services- Inc. d/b/a Verizon Business- US,701,646,None
bronko,FR,221,6,37.187.101.180,ks3373119.kimsufi.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2014-07-17,OVH - FR,16276,8220,[2001:41d0:a:25b4::1]:9001
mani,NL,221,331,128.199.35.162,mani.smash-net.org,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-12-04,DIGITALOCEAN-ASN-3 - NL,202018,745,None
ThorsNoseBleed,DE,221,25,87.171.66.16,p57AB4210.dip0.t-ipconnect.de,22,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-12-26,DTAG Internet service provider operations- DE,3320,1140,None
angel,DE,220,3,188.174.175.179,ppp-188-174-175-179.dynamic.mnet-online.de,9035,9040,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-19,MNET-AS Germany- DE,8767,1130,None
doudouTorRelay,FR,220,18,92.167.95.219,LFbn-1-7932-219.w92-167.abo.wanadoo.fr,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2016-12-04,AS3215 - FR,3215,828,None
savageinternet,US,220,2767,50.116.5.153,li431-153.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.22 on Linux,0,0,2014-06-19,LINODE-AP Linode- LLC- US,63949,1110,None
Unnamed,CA,220,4870,192.99.15.220,klingon.angeldsis.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.10 on Linux,0,0,2016-06-15,OVH - FR,16276,413,None
bobstornode,GB,219,761,88.202.202.42,88.202.202.42,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.10 on Linux,0,0,2016-11-25,GIGACLEAR - GB,56329,973,None
brwyatt2,US,219,336,104.244.223.204,104.244.223.204,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-12-03,CASCADELINK - CASCADELINK INC- US,19975,950,None
DontKnow,RU,219,120,90.150.141.75,90.150.141.75,12478,None,0,0,1,0,0,0,1,1,0,Tor 0.2.8.9 on FreeBSD,0,0,2015-05-10,USI - RU,6828,998,None
Latrine,IL,219,8893,81.218.91.154,bzq-218-91-154.red.bezeqint.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.10 on Linux,0,0,2014-04-08,BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone- IL,8551,706,None
monsterme,US,219,14,50.198.21.217,50-198-21-217-static.hfc.comcastbusiness.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-12,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,20,None
plan9leia,DE,219,146,213.239.217.68,leia.nethype.de,4433,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-01-06,HETZNER-AS - DE,24940,1010,None
theiF9veephuf3ah,FR,219,334,94.23.18.169,eigen.stupidpupil.co.uk,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-01-10,OVH - FR,16276,1140,None
tipido2,DE,219,99,81.7.16.139,81-7-16-139.blue.kundencontroller.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-03-25,ISPPRO-AS EUserv / KOS-Online / Keepfree- DE,35366,20,None
Unnamed,US,219,11,69.128.173.247,h69-128-173-247.cytnin.broadband.dynamic.tds.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-10-15,TDS-AS - TDS TELECOM- US,4181,879,None
abslimit,RU,218,65,46.151.26.194,mail.abslimit.info,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-09-20,ALDIS-TELECOM-AS - RU,49608,1010,None
chromepowerbook,LV,218,301,80.233.134.50,80.233.134.50,19064,19458,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-22,BIGHOST-AS - LV,200709,1040,None
morphius,LV,218,1221,159.148.186.192,159.148.186.192,14973,23827,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-11-14,BIGHOST-AS - LV,200709,1040,None
wlnettor,US,218,240,174.127.228.138,174.127.228.138,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2013-11-29,AS-VOBIZ - vanoppen.biz LLC- US,11404,1790,None
cypherpunks,CA,217,338,162.244.26.9,162.244.26.9,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-08-18,COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD- CA,55053,1070,None
internetiscold,SE,217,1553,83.255.108.101,c83-255-108-101.bredband.comhem.se,43731,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2014-01-15,COMHEM-SWEDEN - SE,39651,768,None
nantana,NL,217,2704,37.48.80.180,180.80.48.37-static.reverse.serversub.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-12-03,LEASEWEB-NL Netherlands- NL,60781,581,None
salamadonna,CA,217,329,162.248.165.14,162.248.165.14,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2014-04-27,COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD- CA,55053,1620,None
torokhin,FR,217,14,95.130.11.170,bronze.okhin.fr,9090,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.8.7 on Linux,0,0,2016-08-31,DIGICUBE01 - FR,196689,20,None
trustytohr,FR,217,231,37.187.2.230,ns3366977.ip-37-187-2.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-11-15,OVH - FR,16276,1050,None
wangfengming,US,217,669,163.44.112.230,v163-44-112-230.a009.g.sjc1.static.cnode.io,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.8 on Linux,0,0,2016-12-07,INTERQ GMO Internet-Inc- JP,7506,1730,None
blackstar,NL,216,14,80.127.107.154,torrelay.blackstar.nl,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-11-18,XS4ALL-NL Amsterdam- NL,3265,442,[2001:982:cb89:1::5]:9001
kricklen,DE,216,3,217.50.17.15,xd932110f.dyn.telefonica.de,35278,35288,0,0,1,0,0,0,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-01-15,TDDE-ASN1 - DE,6805,1080,None
porgade,DE,216,344,78.47.9.21,padjabber.jit-creatives.de,9030,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-08-30,HETZNER-AS - DE,24940,892,None
ttsrelay,FR,216,58,46.182.208.28,46.182.208.28,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-01-24,ETERA-AS - FR,39473,1020,None
Unnamed,HU,216,1011,213.181.205.62,szabad,64780,64123,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-10-26,DENINET-HU-AS - HU,29278,791,None
woof,GB,216,306,80.85.84.222,li748-222.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2014-08-31,LINODE-AP Linode- LLC- US,63949,911,None
eeHu8oho,DE,215,462,93.232.227.9,p5DE8E309.dip0.t-ipconnect.de,993,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2015-12-29,DTAG Internet service provider operations- DE,3320,745,[2003:70:cf21:5c00:ba27:ebff:fe6c:cfc2]:993
itsanoceanoutthere,US,215,292,104.131.31.175,104.131.31.175,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2014-09-10,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.- US,393406,1100,None
JongeDemocraten,NL,215,1094,213.108.105.71,tor-exit-readme.jongedemocraten.nl,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2013-05-23,GREENHOST - NL,47172,446,None
latvia,LT,215,79,109.235.65.53,28524.s.t4vps.eu,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2016-11-17,RACKRAY - LT,62282,803,None
narvi,FR,215,2834,5.39.95.142,narvi.meeb.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.6 on FreeBSD,0,0,2016-08-29,OVH - FR,16276,1650,None
NPC,DE,215,78,138.201.154.209,utility.black-code.de,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-09-05,HETZNER-AS - DE,24940,5150,None
superchango,BE,215,6,84.195.229.182,d54c3e5b6.access.telenet.be,9091,None,0,1,1,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2015-09-28,TELENET-AS - BE,6848,338,None
torexitrelay,LT,215,158,93.115.27.52,hst-93-115-27-52.balticservers.eu,5664,11757,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-28,BALTICSERVERS1-AS - LT,16125,893,None
gailenstorm,FR,214,197,89.234.183.110,110.183.234.89.ipv4.netrix.fr,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-12-05,GRPPH-AS - FR,62000,1040,None
rotorstator,US,214,368,74.91.21.2,s01.crucialwest.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2014-06-24,DATASHACK - DataShack- LC- US,33387,1910,None
AOSvftrdrtwe,SE,213,5722,81.228.199.75,81-228-199-75-no255.tbcn.telia.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-12-30,TELIANET-SWEDEN - SE,3301,669,None
fukushima,US,213,276,192.169.6.161,192.169.6.161,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-08-30,ASN-QUADRANET-GLOBAL - QuadraNet- Inc- US,8100,1040,[2607:fcd0:100:2305:81::4d2a]:443
lokid,RU,213,141,212.19.17.213,host213.net17.clients.redcom.ru,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-01,REDCOM-AS Redcom- Khabarovsk- Russia- RU,8749,238,None
PieroV,FR,213,484,92.222.23.194,194.ip-92-222-23.eu,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-05-17,OVH - FR,16276,665,None
szagal,PL,213,321,89.67.157.155,89-67-157-155.dynamic.chello.pl,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-07-25,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,1180,None
torrelay0815,DE,213,2,91.2.172.29,p5B02AC1D.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-03-01,DTAG Internet service provider operations- DE,3320,694,None
YouMeTalk,CA,213,403,167.114.45.40,167.114.45.40,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2015-10-01,OVH - FR,16276,979,None
insula,GB,212,191,178.79.134.196,insula.org.ua,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2014-04-08,LINODE-AP Linode- LLC- US,63949,713,None
SchvingSchving,NL,212,270,81.4.103.170,81.4.103.170,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-03-02,ASN-ROUTELABEL - NL,198203,995,None
severaljunior,IL,212,209,213.184.126.2,taeho.socialmediantry.net,30052,3652,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-26,NET-STYLE-DEVELOPMENT-LTD - IL,199267,953,None
Brethil,US,211,3285,104.223.1.56,server.usacarsource.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.6 on Linux,0,0,2015-04-08,ASN-QUADRANET-GLOBAL - QuadraNet- Inc- US,8100,1030,None
ghostofelvis,US,211,1417,107.170.92.237,107.170.92.237,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.23 on Linux,0,0,2014-07-02,DIGITALOCEAN-ASN-NY2 - Digital Ocean- Inc.- US,62567,1010,None
PurityControl,US,211,1633,216.218.147.131,216.218.147.131,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2015-05-15,HURRICANE - Hurricane Electric- Inc.- US,6939,838,None
quisqueya,DO,211,158,186.149.249.18,adsl-249-18.tricom.net,443,3090,0,1,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-11-07,TRICOM- DO,12066,20,None
stellaris,NL,211,477,46.183.146.132,sc132.oberhost.com,15648,19142,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-11-24,SERVERCLUB-AS - US,57062,1630,None
VokuhilaRelay,DE,211,160,79.227.155.60,p4FE39B3C.dip0.t-ipconnect.de,80,9040,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-10-01,DTAG Internet service provider operations- DE,3320,806,None
whatsyrxhairsetting,US,211,97,100.15.114.3,pool-100-15-114-3.washdc.fios.verizon.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-11-18,UUNET - MCI Communications Services- Inc. d/b/a Verizon Business- US,701,947,None
ch4m3130n,JP,210,532,45.32.39.157,45.32.39.157.vultr.com,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.8.9 on FreeBSD,0,0,2016-07-14,AS-CHOOPA - Choopa- LLC- US,20473,132,None
brothor,RU,209,1220,185.153.198.222,185.153.198.222,3120,14619,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-11-14,RMINJINERING - RU,49877,20,None
jJbzwynG,FR,209,224,37.187.96.84,www.base32.eu,80,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2015-11-11,OVH - FR,16276,1010,None
kbtr1ue,US,209,24,209.208.79.5,209.208.79.5,8443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-09-29,ATLANTIC-NET-1 - Atlantic.net- Inc.- US,6364,1600,None
LordaresScaleway,FR,209,65,163.172.190.34,34-190-172-163.rev.cloud.scaleway.com,443,80,0,1,1,0,0,0,1,1,1,Tor 0.2.8.9 on Linux,0,0,2017-01-01,AS12876 - FR,12876,631,None
MrNaz01,CA,209,14926,198.27.109.36,198.27.109.36,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-04-03,OVH - FR,16276,695,None
NeelTorRelay1,US,209,87,69.126.169.33,ool-457ea921.dyn.optonline.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.0.1-alpha on FreeBSD,0,0,2016-12-17,CABLE-NET-1 - Cablevision Systems Corp.- US,6128,850,None
pretsok,NL,209,66,95.85.19.162,95.85.19.162,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-08-28,DIGITALOCEAN-ASN-1 - EU,200130,807,None
RRDOTR1,NL,209,327,128.199.52.7,128.199.52.7,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2015-05-22,DIGITALOCEAN-ASN-3 - NL,202018,761,None
Toreto,DE,209,646,79.143.186.17,vmi94845.contabo.host,143,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-12-08,CONTABO - DE,51167,20,None
himura,RU,208,226,85.21.144.224,0850698503.static.corbina.ru,21,110,0,0,1,0,0,0,1,1,1,Tor 0.2.8.11 on Linux,0,0,2015-11-03,CORBINA-AS Russia- RU,8402,947,None
derdave,FR,207,165,62.210.109.48,62-210-109-48.rev.poneytelecom.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-01-01,AS12876 - FR,12876,810,None
Helena,NL,207,73,84.27.95.53,541B5F35.cm-5-4b.dynamic.ziggo.nl,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.10 on Linux,0,0,2016-11-30,ZIGGO Ziggo B.V.- NL,9143,1550,None
l1b3r4t0r,CZ,207,345,37.205.11.149,37.205.11.149,5269,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2013-10-20,MASTER-AS Czech Republic / www.master.cz- CZ,24971,940,None
LimeLine,IN,207,364,139.59.2.130,139.59.2.130,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-06-05,DIGITALOCEAN-AS-IN Digital Ocean- Inc.- US,135340,1070,[2400:6180:100:d0::36:8001]:9050
RuinsTor,US,207,3,207.172.249.221,207-172-249-221.c3-0.drf-ubr1.atw-drf.pa.cable.rcn.com,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 8,0,0,2016-09-01,RCN-AS - RCN- US,6079,3860,None
bewilderbeest,US,205,1102,71.19.149.21,nemo.bewilderbeest.net,8421,8422,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2014-04-24,PRGMR - prgmr.com- Inc.- US,47066,1260,None
callisto,US,205,1933,65.31.206.2,cpe-65-31-206-2.kc.res.rr.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-05-15,SCRR-11427 - Time Warner Cable Internet LLC- US,11427,1140,[2001:470:c499:2::ca:97]:9001
CrazyExit,GB,205,533,85.119.83.78,tor-exit.crazy-tor-node.uk,443,None,0,1,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-12-07,JUMP - GB,8943,20,None
redDragon,IS,205,2316,37.235.49.138,138-49-235-37.static.edis.at,443,8080,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2014-09-25,THORDC-AS - IS,50613,685,None
Torque,CA,205,343,209.15.78.205,209-15-78-205.resi.cgocable.ca,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2014-04-22,RAPIDUS - Cogeco Cable Holdings Inc- CA,11290,806,None
faispasser,FR,204,250,92.167.140.68,LFbn-1-7728-68.w92-167.abo.wanadoo.fr,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-10-06,AS3215 - FR,3215,511,None
TorRelay20430,SI,204,1161,213.161.5.12,cpe1-5-12.cable.triera.net,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-07-18,TRIERA Broadband Access & Carrier Services- SI,3212,110,None
8af34cb1,PL,203,1134,193.111.26.37,brawler.rmf.pl,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-11-17,RMF-KRAKOW-PL - PL,15728,619,None
dasikerasp,DE,203,3,77.188.23.56,x4dbc1738.dyn.telefonica.de,10001,10000,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-28,TDDE-ASN1 - DE,6805,20,None
DoctorBigCock,SE,203,465,176.10.215.164,176.10.215.164,9090,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-12-15,BAHNHOF http://www.bahnhof.net/- SE,8473,724,None
ephemer3,GB,203,1861,128.232.18.57,ephemer2.sec.cl.cam.ac.uk,9001,9002,0,0,1,0,0,1,1,1,1,Tor 0.2.9.4-alpha on Linux,0,0,2016-08-19,JANET Jisc Services Limited- GB,786,876,None
torbogen,DE,203,10,91.248.49.220,dyndsl-091-248-049-220.ewe-ip-backbone.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.6.10 on Linux,0,0,2013-11-23,EWETEL Cloppenburger Strasse 310- DE,9145,1300,None
